CODIGO_DANE;ID_TIPO_DELITO;ARMA_EMPLEADA;FECHA_HECHO;SEXO;AGRUPA_EDAD_PERSONA
5154;6;carta extorsiva;2011-04-26;hombre;adulto
5686;6;carta extorsiva;2011-08-06;hombre;adulto
5686;6;carta extorsiva;2011-08-16;mujer;adulto
81001;6;carta extorsiva;2011-07-04;mujer;adulto
81001;6;carta extorsiva;2011-07-04;hombre;adulto
81001;6;carta extorsiva;2011-07-08;mujer;adulto
8001;6;carta extorsiva;2011-11-25;hombre;adulto
13442;6;carta extorsiva;2011-04-29;hombre;adulto
15001;6;carta extorsiva;2011-05-11;hombre;adulto
17380;6;carta extorsiva;2011-04-02;hombre;adulto
17614;6;carta extorsiva;2011-08-22;mujer;adulto
85410;6;carta extorsiva;2011-05-12;hombre;adulto
85440;6;carta extorsiva;2011-09-07;hombre;adulto
85001;6;carta extorsiva;2011-03-02;mujer;adulto
85001;6;carta extorsiva;2011-09-21;mujer;adulto
19001;6;carta extorsiva;2011-05-11;hombre;adulto
19809;6;carta extorsiva;2011-05-10;hombre;adulto
20001;6;carta extorsiva;2011-03-24;mujer;adulto
23417;6;carta extorsiva;2011-02-26;mujer;adulto
23555;6;carta extorsiva;2011-05-16;hombre;adulto
23580;6;carta extorsiva;2011-09-11;mujer;adulto
11001;6;carta extorsiva;2011-01-04;hombre;adulto
11001;6;carta extorsiva;2011-01-14;hombre;adulto
11001;6;carta extorsiva;2011-03-29;hombre;adulto
11001;6;carta extorsiva;2011-04-09;hombre;adulto
11001;6;carta extorsiva;2011-04-17;hombre;adulto
11001;6;carta extorsiva;2011-07-22;sin dato;sin dato
11001;6;carta extorsiva;2011-07-29;hombre;adulto
25286;6;carta extorsiva;2011-11-24;hombre;adulto
41306;6;carta extorsiva;2011-09-03;hombre;adulto
41001;6;carta extorsiva;2011-01-26;mujer;adulto
41001;6;carta extorsiva;2011-05-09;hombre;adulto
41001;6;carta extorsiva;2011-10-08;mujer;adulto
47001;6;carta extorsiva;2011-03-27;hombre;adulto
47001;6;carta extorsiva;2011-11-24;hombre;adulto
50001;6;carta extorsiva;2011-04-26;hombre;adulto
50001;6;carta extorsiva;2011-05-29;hombre;adulto
50001;6;carta extorsiva;2011-08-10;hombre;adulto
50001;6;carta extorsiva;2011-10-18;sin dato;sin dato
52001;6;carta extorsiva;2011-11-29;hombre;adulto
52001;6;carta extorsiva;2011-12-02;hombre;adulto
54820;6;carta extorsiva;2011-10-05;hombre;adulto
63594;6;carta extorsiva;2011-10-08;mujer;adulto
63594;6;carta extorsiva;2011-10-08;hombre;adulto
88001;6;carta extorsiva;2011-01-10;mujer;adulto
68081;6;carta extorsiva;2011-06-13;hombre;adulto
68169;6;carta extorsiva;2011-06-16;hombre;adulto
73001;6;carta extorsiva;2011-01-18;hombre;adulto
73001;6;carta extorsiva;2011-01-25;mujer;adulto
73001;6;carta extorsiva;2011-02-08;hombre;adulto
76001;6;carta extorsiva;2011-02-17;hombre;adulto
76001;6;carta extorsiva;2011-04-15;mujer;adulto
76001;6;carta extorsiva;2011-04-26;mujer;adulto
76001;6;carta extorsiva;2011-07-15;hombre;adulto
76001;6;carta extorsiva;2011-11-09;hombre;adulto
76563;6;carta extorsiva;2011-03-24;mujer;adulto
5002;6;directa;2011-09-23;mujer;adulto
5004;6;directa;2011-01-09;mujer;adulto
5088;6;directa;2011-07-02;sin dato;sin dato
5088;6;directa;2011-07-09;sin dato;sin dato
5088;6;directa;2011-07-30;hombre;adulto
5088;6;directa;2011-09-24;hombre;adulto
5088;6;directa;2011-10-16;sin dato;sin dato
5088;6;directa;2011-10-23;sin dato;sin dato
5088;6;directa;2011-11-25;mujer;adulto
5129;6;directa;2011-12-01;hombre;adulto
5697;6;directa;2011-03-20;mujer;adulto
5360;6;directa;2011-05-15;sin dato;sin dato
5360;6;directa;2011-08-20;sin dato;sin dato
5360;6;directa;2011-09-07;hombre;adulto
5360;6;directa;2011-09-10;hombre;adulto
5360;6;directa;2011-09-15;sin dato;sin dato
5360;6;directa;2011-09-16;hombre;adulto
5360;6;directa;2011-09-24;sin dato;sin dato
5360;6;directa;2011-10-05;hombre;adulto
5360;6;directa;2011-10-06;sin dato;sin dato
5360;6;directa;2011-10-14;sin dato;sin dato
5360;6;directa;2011-11-01;hombre;adulto
5400;6;directa;2011-12-20;hombre;adulto
5001;6;directa;2011-01-02;hombre;adulto
5001;6;directa;2011-01-22;hombre;adulto
5001;6;directa;2011-01-23;hombre;adulto
5001;6;directa;2011-01-24;hombre;adulto
5001;6;directa;2011-01-29;hombre;adulto
5001;6;directa;2011-02-21;hombre;adulto
5001;6;directa;2011-03-07;hombre;adulto
5001;6;directa;2011-03-07;sin dato;sin dato
5001;6;directa;2011-03-09;hombre;adulto
5001;6;directa;2011-03-24;hombre;adulto
5001;6;directa;2011-04-05;mujer;adulto
5001;6;directa;2011-04-10;mujer;adulto
5001;6;directa;2011-05-05;sin dato;sin dato
5001;6;directa;2011-05-20;hombre;adulto
5001;6;directa;2011-05-20;sin dato;sin dato
5001;6;directa;2011-05-21;hombre;adulto
5001;6;directa;2011-05-21;sin dato;sin dato
5001;6;directa;2011-05-28;sin dato;sin dato
5001;6;directa;2011-06-01;sin dato;sin dato
5001;6;directa;2011-06-07;sin dato;sin dato
5001;6;directa;2011-06-08;sin dato;sin dato
5001;6;directa;2011-06-10;sin dato;sin dato
5001;6;directa;2011-06-11;sin dato;sin dato
5001;6;directa;2011-06-14;sin dato;sin dato
5001;6;directa;2011-06-16;sin dato;sin dato
5001;6;directa;2011-06-21;sin dato;sin dato
5001;6;directa;2011-06-25;mujer;menor de edad
5001;6;directa;2011-06-25;sin dato;sin dato
5001;6;directa;2011-06-28;sin dato;sin dato
5001;6;directa;2011-07-06;sin dato;sin dato
5001;6;directa;2011-07-08;sin dato;sin dato
5001;6;directa;2011-07-09;hombre;adulto
5001;6;directa;2011-07-11;sin dato;sin dato
5001;6;directa;2011-07-13;sin dato;sin dato
5001;6;directa;2011-07-14;hombre;adulto
5001;6;directa;2011-07-14;sin dato;sin dato
5001;6;directa;2011-07-15;sin dato;sin dato
5001;6;directa;2011-07-16;sin dato;sin dato
5001;6;directa;2011-07-17;sin dato;sin dato
5001;6;directa;2011-07-21;hombre;adulto
5001;6;directa;2011-07-23;sin dato;sin dato
5001;6;directa;2011-07-27;hombre;adulto
5001;6;directa;2011-07-27;sin dato;sin dato
5001;6;directa;2011-07-28;sin dato;sin dato
5001;6;directa;2011-07-29;hombre;adulto
5001;6;directa;2011-07-29;sin dato;sin dato
5001;6;directa;2011-07-30;sin dato;sin dato
5001;6;directa;2011-08-01;sin dato;sin dato
5001;6;directa;2011-08-05;hombre;adulto
5001;6;directa;2011-08-06;sin dato;sin dato
5001;6;directa;2011-08-07;sin dato;sin dato
5001;6;directa;2011-08-08;sin dato;sin dato
5001;6;directa;2011-08-09;sin dato;sin dato
5001;6;directa;2011-08-11;sin dato;sin dato
5001;6;directa;2011-08-12;sin dato;sin dato
5001;6;directa;2011-08-22;sin dato;sin dato
5001;6;directa;2011-08-23;sin dato;sin dato
5001;6;directa;2011-08-27;sin dato;sin dato
5001;6;directa;2011-08-31;sin dato;sin dato
5001;6;directa;2011-09-01;hombre;adulto
5001;6;directa;2011-09-03;sin dato;sin dato
5001;6;directa;2011-09-04;sin dato;sin dato
5001;6;directa;2011-09-07;sin dato;sin dato
5001;6;directa;2011-09-09;sin dato;sin dato
5001;6;directa;2011-09-10;sin dato;sin dato
5001;6;directa;2011-09-12;hombre;adulto
5001;6;directa;2011-09-12;sin dato;sin dato
5001;6;directa;2011-09-13;sin dato;sin dato
5001;6;directa;2011-09-15;sin dato;sin dato
5001;6;directa;2011-09-17;sin dato;sin dato
5001;6;directa;2011-09-20;sin dato;sin dato
5001;6;directa;2011-09-21;hombre;adulto
5001;6;directa;2011-09-21;sin dato;sin dato
5001;6;directa;2011-09-23;sin dato;sin dato
5001;6;directa;2011-09-24;sin dato;sin dato
5001;6;directa;2011-09-25;sin dato;sin dato
5001;6;directa;2011-09-26;sin dato;sin dato
5001;6;directa;2011-09-30;sin dato;sin dato
5001;6;directa;2011-10-01;sin dato;sin dato
5001;6;directa;2011-10-02;hombre;adulto
5001;6;directa;2011-10-03;sin dato;sin dato
5001;6;directa;2011-10-07;sin dato;sin dato
5001;6;directa;2011-10-08;sin dato;sin dato
5001;6;directa;2011-10-15;hombre;adulto
5001;6;directa;2011-10-15;sin dato;sin dato
5001;6;directa;2011-10-18;sin dato;sin dato
5001;6;directa;2011-10-21;sin dato;sin dato
5001;6;directa;2011-10-25;mujer;adulto
5001;6;directa;2011-10-25;sin dato;sin dato
5001;6;directa;2011-10-28;sin dato;sin dato
5001;6;directa;2011-11-02;sin dato;sin dato
5001;6;directa;2011-11-03;hombre;adulto
5001;6;directa;2011-11-11;sin dato;sin dato
5001;6;directa;2011-11-19;sin dato;sin dato
5001;6;directa;2011-11-20;sin dato;sin dato
5001;6;directa;2011-11-22;sin dato;sin dato
5001;6;directa;2011-11-23;sin dato;sin dato
5001;6;directa;2011-11-25;sin dato;sin dato
5001;6;directa;2011-11-29;sin dato;sin dato
5001;6;directa;2011-12-02;mujer;adulto
5001;6;directa;2011-12-03;hombre;adulto
5001;6;directa;2011-12-03;sin dato;sin dato
5001;6;directa;2011-12-05;sin dato;sin dato
5001;6;directa;2011-12-09;sin dato;sin dato
5001;6;directa;2011-12-24;sin dato;sin dato
5001;6;directa;2011-12-25;sin dato;sin dato
5001;6;directa;2011-12-28;hombre;adulto
5475;6;directa;2011-07-28;sin dato;sin dato
5576;6;directa;2011-01-14;hombre;adulto
5579;6;directa;2011-10-10;hombre;adulto
5615;6;directa;2011-02-03;mujer;adulto
5615;6;directa;2011-03-23;hombre;adulto
5615;6;directa;2011-04-04;hombre;adulto
5615;6;directa;2011-05-06;mujer;adulto
5615;6;directa;2011-10-03;mujer;adulto
5656;6;directa;2011-05-20;hombre;adulto
5686;6;directa;2011-08-10;hombre;menor de edad
5790;6;directa;2011-03-04;hombre;adulto
5887;6;directa;2011-08-28;mujer;adulto
5887;6;directa;2011-09-04;hombre;adulto
5893;6;directa;2011-06-08;hombre;adulto
81001;6;directa;2011-09-06;hombre;adulto
8001;6;directa;2011-01-27;hombre;adulto
8001;6;directa;2011-02-12;hombre;adulto
8001;6;directa;2011-12-15;hombre;adulto
8758;6;directa;2011-06-21;hombre;adulto
13042;6;directa;2011-07-07;hombre;adulto
13001;6;directa;2011-01-04;mujer;adulto
13001;6;directa;2011-03-09;hombre;adulto
13001;6;directa;2011-05-05;hombre;adulto
13001;6;directa;2011-05-06;hombre;adulto
13001;6;directa;2011-05-27;hombre;adulto
13001;6;directa;2011-06-03;hombre;adulto
13001;6;directa;2011-06-07;hombre;adulto
13001;6;directa;2011-06-10;hombre;adulto
13001;6;directa;2011-06-13;hombre;adulto
13001;6;directa;2011-06-25;hombre;adulto
13001;6;directa;2011-07-13;hombre;adulto
13001;6;directa;2011-07-20;hombre;adulto
13001;6;directa;2011-09-25;hombre;adulto
13001;6;directa;2011-10-03;hombre;adulto
13001;6;directa;2011-10-11;hombre;adulto
13001;6;directa;2011-10-17;hombre;adulto
13001;6;directa;2011-11-03;mujer;adulto
13001;6;directa;2011-12-19;hombre;adulto
13001;6;directa;2011-12-29;hombre;adulto
13442;6;directa;2011-12-01;hombre;adulto
13670;6;directa;2011-04-07;hombre;adulto
13683;6;directa;2011-01-21;hombre;adulto
13836;6;directa;2011-05-31;hombre;adulto
15238;6;directa;2011-06-22;hombre;adulto
15455;6;directa;2011-07-17;hombre;adulto
15759;6;directa;2011-01-14;hombre;adulto
15001;6;directa;2011-08-01;mujer;adulto
17088;6;directa;2011-06-13;hombre;adulto
17001;6;directa;2011-03-02;hombre;adulto
17001;6;directa;2011-07-01;hombre;adulto
17001;6;directa;2011-07-21;mujer;adulto
17662;6;directa;2011-04-07;mujer;adulto
18256;6;directa;2011-05-11;hombre;adulto
18001;6;directa;2011-01-15;hombre;adulto
18001;6;directa;2011-04-18;hombre;adulto
18001;6;directa;2011-10-07;hombre;adulto
18753;6;directa;2011-01-23;hombre;adulto
18753;6;directa;2011-04-12;hombre;adulto
85139;6;directa;2011-02-25;hombre;adulto
85139;6;directa;2011-03-15;mujer;adulto
85250;6;directa;2011-09-26;mujer;adulto
85250;6;directa;2011-10-15;hombre;adulto
85001;6;directa;2011-02-20;mujer;adulto
85001;6;directa;2011-09-26;mujer;adulto
19256;6;directa;2011-07-15;mujer;adulto
19532;6;directa;2011-11-12;hombre;adulto
19001;6;directa;2011-02-16;hombre;adulto
19001;6;directa;2011-06-17;hombre;adulto
19573;6;directa;2011-02-12;hombre;adulto
19585;6;directa;2011-03-22;mujer;adulto
19585;6;directa;2011-08-30;hombre;adulto
19807;6;directa;2011-12-16;hombre;adulto
20013;6;directa;2011-01-03;hombre;adulto
20400;6;directa;2011-02-24;hombre;adulto
20400;6;directa;2011-03-31;hombre;adulto
20443;6;directa;2011-08-17;hombre;adulto
20517;6;directa;2011-12-04;hombre;adulto
20001;6;directa;2011-01-24;hombre;adulto
20001;6;directa;2011-03-15;hombre;adulto
20001;6;directa;2011-07-20;mujer;adulto
20001;6;directa;2011-08-20;mujer;adulto
20001;6;directa;2011-10-14;hombre;adulto
20001;6;directa;2011-12-06;hombre;adulto
20001;6;directa;2011-12-07;hombre;adulto
27001;6;directa;2011-01-29;hombre;adulto
27001;6;directa;2011-04-02;mujer;adulto
23350;6;directa;2011-06-21;sin dato;sin dato
23001;6;directa;2011-01-12;hombre;adulto
23001;6;directa;2011-07-25;hombre;adulto
23001;6;directa;2011-07-27;hombre;adulto
23001;6;directa;2011-09-29;hombre;adulto
23555;6;directa;2011-05-29;mujer;adulto
23555;6;directa;2011-06-25;hombre;adulto
23580;6;directa;2011-09-05;hombre;adulto
23660;6;directa;2011-05-30;hombre;adulto
11001;6;directa;2011-01-03;hombre;adulto
11001;6;directa;2011-01-06;mujer;adulto
11001;6;directa;2011-01-07;hombre;adulto
11001;6;directa;2011-01-10;mujer;adulto
11001;6;directa;2011-01-12;hombre;adulto
11001;6;directa;2011-01-14;mujer;adulto
11001;6;directa;2011-01-15;hombre;adulto
11001;6;directa;2011-01-16;hombre;adulto
11001;6;directa;2011-01-17;hombre;adulto
11001;6;directa;2011-01-17;sin dato;sin dato
11001;6;directa;2011-02-07;hombre;adulto
11001;6;directa;2011-02-08;sin dato;sin dato
11001;6;directa;2011-02-11;hombre;adulto
11001;6;directa;2011-02-21;mujer;adulto
11001;6;directa;2011-02-22;mujer;adulto
11001;6;directa;2011-02-24;mujer;adulto
11001;6;directa;2011-02-24;hombre;adulto
11001;6;directa;2011-02-26;mujer;adulto
11001;6;directa;2011-03-01;hombre;adulto
11001;6;directa;2011-03-05;hombre;adulto
11001;6;directa;2011-03-30;mujer;adulto
11001;6;directa;2011-04-02;hombre;adulto
11001;6;directa;2011-04-19;hombre;adulto
11001;6;directa;2011-05-18;mujer;adulto
11001;6;directa;2011-05-18;hombre;adulto
11001;6;directa;2011-05-30;sin dato;sin dato
11001;6;directa;2011-06-02;hombre;adulto
11001;6;directa;2011-06-02;sin dato;sin dato
11001;6;directa;2011-06-07;hombre;adulto
11001;6;directa;2011-06-13;hombre;adulto
11001;6;directa;2011-06-20;mujer;adulto
11001;6;directa;2011-07-01;hombre;adulto
11001;6;directa;2011-07-21;hombre;adulto
11001;6;directa;2011-07-28;hombre;adulto
11001;6;directa;2011-08-01;hombre;adulto
11001;6;directa;2011-09-06;hombre;adulto
11001;6;directa;2011-10-08;hombre;adulto
11001;6;directa;2011-11-17;hombre;adulto
25754;6;directa;2011-01-06;sin dato;sin dato
25758;6;directa;2011-04-01;mujer;adulto
25815;6;directa;2011-01-12;hombre;adulto
44430;6;directa;2011-12-28;hombre;adulto
44001;6;directa;2011-01-17;mujer;adulto
44001;6;directa;2011-01-19;hombre;adulto
44001;6;directa;2011-06-09;mujer;adulto
44001;6;directa;2011-10-07;hombre;adulto
44001;6;directa;2011-10-08;mujer;adulto
41359;6;directa;2011-12-26;hombre;adulto
41396;6;directa;2011-09-22;mujer;adulto
41001;6;directa;2011-01-08;mujer;adulto
41001;6;directa;2011-01-14;hombre;adulto
41001;6;directa;2011-02-23;mujer;adulto
41001;6;directa;2011-03-04;hombre;adulto
41001;6;directa;2011-08-08;hombre;adulto
41524;6;directa;2011-04-27;hombre;adulto
41524;6;directa;2011-05-18;mujer;adulto
41551;6;directa;2011-01-20;hombre;adulto
41551;6;directa;2011-11-27;hombre;adulto
41668;6;directa;2011-03-24;hombre;adulto
41799;6;directa;2011-04-19;hombre;adulto
41807;6;directa;2011-01-05;hombre;adulto
47058;6;directa;2011-05-31;hombre;adulto
47189;6;directa;2011-01-13;sin dato;sin dato
47189;6;directa;2011-02-11;hombre;adulto
47288;6;directa;2011-11-21;hombre;adulto
47001;6;directa;2011-01-07;hombre;adulto
47001;6;directa;2011-01-08;hombre;adulto
47001;6;directa;2011-01-12;hombre;adulto
47001;6;directa;2011-03-23;hombre;adulto
47001;6;directa;2011-04-08;hombre;adulto
47001;6;directa;2011-08-18;hombre;adulto
47001;6;directa;2011-08-20;hombre;adulto
50006;6;directa;2011-01-02;hombre;adulto
50330;6;directa;2011-03-17;hombre;adulto
50001;6;directa;2011-02-08;mujer;adulto
50001;6;directa;2011-03-07;hombre;adulto
50001;6;directa;2011-04-09;hombre;adulto
50001;6;directa;2011-04-30;mujer;adulto
50001;6;directa;2011-08-30;mujer;adulto
50001;6;directa;2011-09-24;hombre;adulto
50001;6;directa;2011-11-07;mujer;adulto
52356;6;directa;2011-05-26;hombre;adulto
52356;6;directa;2011-08-01;hombre;adulto
52001;6;directa;2011-03-31;hombre;adulto
52001;6;directa;2011-10-06;mujer;adulto
52001;6;directa;2011-10-14;hombre;adulto
52001;6;directa;2011-10-26;mujer;adulto
52001;6;directa;2011-11-09;hombre;adulto
52001;6;directa;2011-11-29;mujer;adulto
52835;6;directa;2011-04-15;hombre;adulto
54001;6;directa;2011-01-28;sin dato;sin dato
54001;6;directa;2011-07-05;mujer;adulto
54001;6;directa;2011-07-05;hombre;adulto
54001;6;directa;2011-09-20;hombre;adulto
54001;6;directa;2011-10-19;sin dato;sin dato
54001;6;directa;2011-11-10;sin dato;sin dato
54405;6;directa;2011-03-01;sin dato;sin dato
54810;6;directa;2011-03-29;hombre;adulto
54810;6;directa;2011-06-04;hombre;adulto
54810;6;directa;2011-07-28;mujer;adulto
54874;6;directa;2011-06-24;sin dato;sin dato
54874;6;directa;2011-08-17;hombre;adulto
86568;6;directa;2011-11-27;hombre;adulto
63001;6;directa;2011-03-16;hombre;adulto
63001;6;directa;2011-05-17;hombre;adulto
63001;6;directa;2011-06-02;mujer;adulto
63001;6;directa;2011-06-16;hombre;adulto
66400;6;directa;2011-06-12;mujer;adulto
66440;6;directa;2011-02-12;mujer;adulto
66001;6;directa;2011-08-22;hombre;adulto
66001;6;directa;2011-09-13;hombre;adulto
66001;6;directa;2011-12-16;hombre;adulto
88001;6;directa;2011-03-05;hombre;adulto
68077;6;directa;2011-02-13;mujer;adulto
68081;6;directa;2011-03-01;hombre;adulto
68081;6;directa;2011-08-03;sin dato;sin dato
68081;6;directa;2011-08-31;hombre;adulto
68081;6;directa;2011-09-25;hombre;adulto
68081;6;directa;2011-10-18;hombre;adulto
68081;6;directa;2011-11-15;hombre;adulto
68190;6;directa;2011-01-11;hombre;adulto
70233;6;directa;2011-01-05;mujer;adulto
70713;6;directa;2011-08-06;hombre;adulto
70713;6;directa;2011-10-06;hombre;adulto
70001;6;directa;2011-08-30;mujer;adulto
73055;6;directa;2011-01-12;hombre;adulto
73168;6;directa;2011-12-28;sin dato;sin dato
73270;6;directa;2011-03-09;hombre;adulto
73001;6;directa;2011-04-01;hombre;adulto
73001;6;directa;2011-05-29;sin dato;sin dato
73001;6;directa;2011-06-02;hombre;adulto
73001;6;directa;2011-12-22;hombre;adulto
73873;6;directa;2011-07-13;hombre;adulto
76113;6;directa;2011-03-01;mujer;adulto
76001;6;directa;2011-01-12;mujer;adulto
76001;6;directa;2011-02-01;hombre;adulto
76001;6;directa;2011-02-28;mujer;adulto
76001;6;directa;2011-07-15;mujer;adulto
76001;6;directa;2011-08-24;hombre;adulto
76001;6;directa;2011-09-29;hombre;adulto
76001;6;directa;2011-10-03;hombre;adulto
76001;6;directa;2011-10-06;hombre;adulto
76001;6;directa;2011-10-17;sin dato;sin dato
76147;6;directa;2011-02-17;hombre;adulto
76520;6;directa;2011-06-21;mujer;menor de edad
76736;6;directa;2011-01-06;mujer;adulto
76834;6;directa;2011-01-01;hombre;adulto
76834;6;directa;2011-06-02;mujer;adulto
76890;6;directa;2011-03-20;hombre;adulto
76892;6;directa;2011-09-19;sin dato;sin dato
99524;6;directa;2011-06-05;hombre;adulto
91001;6;llamada telefonica;2011-04-01;hombre;adulto
91001;6;llamada telefonica;2011-06-06;mujer;adulto
91001;6;llamada telefonica;2011-10-14;hombre;adulto
91001;6;llamada telefonica;2011-11-15;hombre;adulto
91001;6;llamada telefonica;2011-12-18;hombre;adulto
5002;6;llamada telefonica;2011-01-10;hombre;adulto
5002;6;llamada telefonica;2011-02-14;hombre;adulto
5002;6;llamada telefonica;2011-05-10;hombre;adulto
5045;6;llamada telefonica;2011-01-08;mujer;adulto
5079;6;llamada telefonica;2011-09-22;mujer;adulto
5088;6;llamada telefonica;2011-02-03;hombre;adulto
5088;6;llamada telefonica;2011-02-19;hombre;adulto
5120;6;llamada telefonica;2011-09-30;mujer;adulto
5154;6;llamada telefonica;2011-02-08;hombre;adulto
5154;6;llamada telefonica;2011-06-24;hombre;adulto
5154;6;llamada telefonica;2011-08-03;hombre;adulto
5154;6;llamada telefonica;2011-09-15;hombre;adulto
5154;6;llamada telefonica;2011-09-16;hombre;adulto
5154;6;llamada telefonica;2011-10-10;hombre;adulto
5154;6;llamada telefonica;2011-11-05;hombre;adulto
5154;6;llamada telefonica;2011-11-15;mujer;adulto
5101;6;llamada telefonica;2011-03-27;hombre;adulto
5209;6;llamada telefonica;2011-01-01;hombre;adulto
5237;6;llamada telefonica;2011-02-21;hombre;adulto
5237;6;llamada telefonica;2011-08-26;hombre;adulto
5148;6;llamada telefonica;2011-08-17;hombre;adulto
5266;6;llamada telefonica;2011-04-28;hombre;adulto
5266;6;llamada telefonica;2011-05-02;hombre;adulto
5266;6;llamada telefonica;2011-08-19;hombre;adulto
5266;6;llamada telefonica;2011-11-11;hombre;adulto
5313;6;llamada telefonica;2011-04-11;hombre;adulto
5318;6;llamada telefonica;2011-03-25;hombre;adulto
5360;6;llamada telefonica;2011-10-14;hombre;adulto
5360;6;llamada telefonica;2011-10-20;mujer;adulto
5376;6;llamada telefonica;2011-01-31;hombre;adulto
5376;6;llamada telefonica;2011-05-11;hombre;adulto
5380;6;llamada telefonica;2011-04-24;mujer;adulto
5440;6;llamada telefonica;2011-01-05;hombre;adulto
5440;6;llamada telefonica;2011-07-09;hombre;adulto
5440;6;llamada telefonica;2011-07-11;hombre;adulto
5001;6;llamada telefonica;2011-01-04;hombre;adulto
5001;6;llamada telefonica;2011-01-09;mujer;adulto
5001;6;llamada telefonica;2011-01-11;hombre;adulto
5001;6;llamada telefonica;2011-01-18;hombre;adulto
5001;6;llamada telefonica;2011-02-03;hombre;adulto
5001;6;llamada telefonica;2011-02-04;mujer;adulto
5001;6;llamada telefonica;2011-02-14;hombre;adulto
5001;6;llamada telefonica;2011-02-15;hombre;adulto
5001;6;llamada telefonica;2011-02-16;hombre;adulto
5001;6;llamada telefonica;2011-03-13;hombre;adulto
5001;6;llamada telefonica;2011-03-17;hombre;adulto
5001;6;llamada telefonica;2011-03-19;mujer;adulto
5001;6;llamada telefonica;2011-03-25;hombre;adulto
5001;6;llamada telefonica;2011-03-30;mujer;adulto
5001;6;llamada telefonica;2011-04-13;hombre;adulto
5001;6;llamada telefonica;2011-04-14;mujer;adulto
5001;6;llamada telefonica;2011-04-20;hombre;adulto
5001;6;llamada telefonica;2011-04-22;hombre;adulto
5001;6;llamada telefonica;2011-04-28;hombre;adulto
5001;6;llamada telefonica;2011-05-04;hombre;adulto
5001;6;llamada telefonica;2011-05-17;mujer;adulto
5001;6;llamada telefonica;2011-06-07;hombre;adulto
5001;6;llamada telefonica;2011-06-28;hombre;adulto
5001;6;llamada telefonica;2011-07-16;mujer;adulto
5001;6;llamada telefonica;2011-07-17;hombre;adulto
5001;6;llamada telefonica;2011-07-21;mujer;adulto
5001;6;llamada telefonica;2011-07-28;hombre;adulto
5001;6;llamada telefonica;2011-08-01;mujer;adulto
5001;6;llamada telefonica;2011-08-05;hombre;adulto
5001;6;llamada telefonica;2011-08-17;hombre;adulto
5001;6;llamada telefonica;2011-08-22;hombre;adulto
5001;6;llamada telefonica;2011-08-29;hombre;adulto
5001;6;llamada telefonica;2011-08-31;mujer;adulto
5001;6;llamada telefonica;2011-09-05;mujer;adulto
5001;6;llamada telefonica;2011-09-05;hombre;adulto
5001;6;llamada telefonica;2011-09-05;sin dato;sin dato
5001;6;llamada telefonica;2011-09-13;mujer;adulto
5001;6;llamada telefonica;2011-09-14;hombre;adulto
5001;6;llamada telefonica;2011-09-15;hombre;adulto
5001;6;llamada telefonica;2011-09-18;hombre;adulto
5001;6;llamada telefonica;2011-09-22;mujer;adulto
5001;6;llamada telefonica;2011-09-22;hombre;adulto
5001;6;llamada telefonica;2011-09-29;mujer;adulto
5001;6;llamada telefonica;2011-09-29;sin dato;sin dato
5001;6;llamada telefonica;2011-10-03;sin dato;sin dato
5001;6;llamada telefonica;2011-10-11;hombre;menor de edad
5001;6;llamada telefonica;2011-10-25;hombre;adulto
5001;6;llamada telefonica;2011-12-08;hombre;adulto
5001;6;llamada telefonica;2011-12-30;mujer;adulto
5579;6;llamada telefonica;2011-05-06;hombre;adulto
5579;6;llamada telefonica;2011-12-02;mujer;adulto
5604;6;llamada telefonica;2011-08-09;mujer;adulto
5607;6;llamada telefonica;2011-01-07;hombre;adulto
5615;6;llamada telefonica;2011-05-09;mujer;adulto
5615;6;llamada telefonica;2011-05-10;hombre;adulto
5615;6;llamada telefonica;2011-07-30;hombre;adulto
5660;6;llamada telefonica;2011-08-29;hombre;adulto
5667;6;llamada telefonica;2011-06-29;hombre;adulto
5686;6;llamada telefonica;2011-10-24;hombre;adulto
5686;6;llamada telefonica;2011-11-08;hombre;adulto
5736;6;llamada telefonica;2011-08-10;hombre;adulto
5790;6;llamada telefonica;2011-11-05;hombre;adulto
5837;6;llamada telefonica;2011-02-01;hombre;adulto
5885;6;llamada telefonica;2011-05-24;hombre;adulto
5887;6;llamada telefonica;2011-05-06;hombre;adulto
5890;6;llamada telefonica;2011-09-10;hombre;adulto
5893;6;llamada telefonica;2011-09-02;mujer;adulto
5893;6;llamada telefonica;2011-09-23;mujer;adulto
81001;6;llamada telefonica;2011-03-18;hombre;adulto
81001;6;llamada telefonica;2011-03-30;hombre;adulto
81001;6;llamada telefonica;2011-04-16;hombre;adulto
81001;6;llamada telefonica;2011-05-02;hombre;adulto
81001;6;llamada telefonica;2011-05-27;mujer;adulto
81001;6;llamada telefonica;2011-08-04;hombre;adulto
81001;6;llamada telefonica;2011-09-19;mujer;adulto
81001;6;llamada telefonica;2011-10-31;sin dato;sin dato
81001;6;llamada telefonica;2011-11-21;hombre;adulto
81001;6;llamada telefonica;2011-11-30;hombre;adulto
81591;6;llamada telefonica;2011-07-11;hombre;adulto
81794;6;llamada telefonica;2011-01-20;sin dato;sin dato
81794;6;llamada telefonica;2011-02-16;hombre;adulto
81794;6;llamada telefonica;2011-02-22;hombre;adulto
81794;6;llamada telefonica;2011-04-01;hombre;adulto
81794;6;llamada telefonica;2011-05-22;hombre;adulto
